,year,month,day,hour,万寿西宫,万柳,东四,东四环,东高村,丰台花园,云岗,亦庄,农展馆,前门,北部新区,南三环,古城,大兴,天坛,奥体中心,官园,平谷,永定门内,琉璃河,西直门北,通州,门头沟,顺义
65,2018,1,3,17,0.3,0.3,0.7,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.2,0.5,0.4,0.9,0.4,0.4,0.4,0.7,0.4,1.9,0.5,0.4,0.2,0.3
66,2018,1,3,18,0.4,0.3,0.8,0.2,0.4,0.5,0.4,0.4,0.4,0.4,0.2,0.6,0.5,1.0,0.5,0.5,0.4,0.8,0.4,2.0,0.6,0.5,0.2,0.4
67,2018,1,3,19,0.5,0.4,0.8,0.4,0.4,0.7,0.5,0.4,0.4,0.4,0.3,0.6,0.4,1.1,0.5,0.5,0.5,0.8,0.5,2.5,0.6,0.6,0.3,0.7
68,2018,1,3,20,0.4,0.5,0.8,0.4,0.5,0.5,0.4,0.4,0.5,0.4,0.4,0.6,0.5,1.3,0.5,0.5,0.5,1.0,0.6,3.6,0.6,0.7,0.3,0.7
69,2018,1,3,21,0.4,0.5,0.9,0.5,0.5,0.5,0.4,0.4,0.5,0.5,0.4,0.6,0.6,1.2,0.5,0.5,0.5,1.0,0.5,3.6,0.7,0.7,0.3,0.6
70,2018,1,3,22,0.5,0.5,0.9,0.5,0.6,0.6,0.4,0.4,0.5,0.5,0.4,0.7,0.5,1.0,0.5,0.6,0.5,0.9,0.6,3.6,0.6,0.6,0.4,0.5
71,2018,1,3,23,0.4,0.5,0.8,0.4,0.4,0.6,0.6,0.4,0.4,0.4,0.4,0.6,0.5,1.0,0.5,0.5,0.5,0.8,0.5,3.6,0.6,0.6,0.4,0.4
72,2018,1,4,0,0.4,0.4,0.8,0.4,0.2,0.5,0.5,0.3,0.4,0.4,0.4,0.5,0.5,1.0,0.4,0.4,0.4,0.8,0.4,3.6,0.4,0.5,0.4,0.4
73,2018,1,4,1,0.3,0.4,0.8,0.4,0.2,0.5,0.6,0.3,0.3,0.35,0.4,0.4,0.5,1.0,0.4,0.4,0.4,0.7,0.4,3.6,0.4,0.4,0.6,0.3
74,2018,1,4,2,0.3,0.4,0.8,0.3,0.2,0.5,0.8,0.4,0.3,0.3,0.5,0.4,0.5,0.9,0.3,0.4,0.3,2.2,0.3,3.6,0.4,0.4,1.0,0.3
75,2018,1,4,3,0.3,0.4,1.1,0.3,0.2,0.4,0.5,0.3,0.3,0.3,0.8,0.3,0.4,0.9,0.3,0.3,0.3,1.2,0.3,3.6,0.4,0.2,1.6,0.3
76,2018,1,4,4,0.3,0.4,1.1,0.3,0.3,0.4,0.5,0.6,0.3,0.3,0.5,0.3,0.3,0.9,0.3,0.3,0.3,0.8,0.3,3.6,0.4,0.2,1.0,0.3
77,2018,1,4,5,0.3,0.4,0.8,0.2,0.3,0.4,0.5,0.3,0.2,0.3,0.4,0.3,0.4,0.9,0.3,0.3,0.3,0.7,0.3,3.5,0.4,0.2,1.1,0.3
78,2018,1,4,6,0.3,0.4,0.8,0.2,0.3,0.4,0.5,0.3,0.2,0.3,0.4,0.4,0.5,0.9,0.3,0.3,0.3,0.8,0.3,3.1,0.4,0.2,0.7,0.3
79,2018,1,4,7,0.3,0.4,0.9,0.3,0.3,0.4,0.5,0.6,0.3,0.4,0.5,0.4,0.4,0.9,0.3,0.3,0.3,0.8,0.4,2.9,0.5,0.3,0.7,0.3
80,2018,1,4,8,0.4,0.5,0.9,0.5,0.3,0.5,0.5,0.5,0.4,0.4,0.6,0.4,0.6,0.9,0.4,0.4,0.5,1.5,0.5,2.4,0.7,0.3,0.7,0.3
81,2018,1,4,9,0.4,0.7,0.9,0.6,0.3,0.6,0.6,0.7,0.4,0.4,0.8,0.5,0.7,1.0,0.5,0.5,0.5,1.6,0.5,2.0,0.8,0.4,0.8,0.4
82,2018,1,4,10,0.4,0.7,1.0,0.8,0.3,0.6,0.6,0.8,0.4,0.6,0.5,0.5,0.6,1.0,0.5,0.5,0.5,1.7,0.5,1.45,0.9,0.4,0.8,0.4
83,2018,1,4,11,0.4,0.5,1.0,0.8,0.5,0.6,0.6,0.7,0.4,0.5,0.5,0.6,0.5,1.0,0.5,0.4,0.5,0.9,0.5,0.9,0.9,0.3,0.7,0.3
84,2018,1,4,12,0.4,0.5,0.9,0.8,0.4,0.5,0.6,0.4,0.3,0.5,0.5,0.6,0.6,1.0,0.5,0.4,0.5,1.0,0.6,0.6,0.9,0.3,0.6,0.3
85,2018,1,4,13,0.4,0.4,1.0,0.8,0.4,0.5,0.6,0.5,0.3,0.4,0.4,0.6,0.6,1.0,0.5,0.4,0.5,0.7,0.7,0.6,0.6,0.3,0.6,0.3
86,2018,1,4,14,0.4,0.4,0.9,0.8,0.3,0.5,0.5,0.3,0.3,0.4,0.4,0.6,0.5,1.0,0.5,0.4,0.4,0.7,0.6,0.6,0.6,0.3,0.6,0.3
87,2018,1,4,15,0.4,0.4,0.9,0.8,0.3,0.5,0.5,0.5,0.4,0.4,0.4,0.6,0.5,1.0,0.5,0.4,0.5,0.7,0.4,0.6,0.7,0.3,0.6,0.3
88,2018,1,4,16,0.4,0.4,0.75,0.8,0.3,0.5,0.5,0.4,0.5,0.5,0.3,0.7,0.5,1.0,0.5,0.5,0.5,0.7,0.5,0.6,0.6,0.3,0.6,0.3
89,2018,1,4,17,0.5,0.4,0.6,0.8,0.3,0.5,0.5,0.4,0.5,0.6,0.3,0.8,0.6,1.1,0.5,0.5,0.5,0.8,0.6,0.6,0.6,0.3,0.6,0.4
90,2018,1,4,18,0.6,0.5,0.6,1.1,0.3,0.6,0.6,0.5,0.5,0.5,0.4,0.9,0.6,1.1,0.5,0.5266666666666666,0.6,0.9,0.7,0.7,0.7,0.4,0.6,0.4
91,2018,1,4,19,0.7,0.6,0.6,1.3,0.3,0.6,0.6,0.5,0.7,0.8,0.5,0.9,0.7,1.1,0.7,0.5533333333333333,0.7,1.0,0.8,1.0,0.8,0.4,0.7,0.6
92,2018,1,4,20,0.7,0.7,0.8,1.1,0.3,0.7,0.6,0.6,0.6,0.8,0.6,1.0,0.7,1.2,0.7,0.58,0.8,1.1,0.7,1.3,1.0,0.3,0.8,0.6
93,2018,1,4,21,0.7,0.7,0.7,0.9,0.3,0.7,0.8,0.6,0.7,0.8,1.0,0.9,0.7,1.3,0.7,0.6066666666666667,0.7,1.7,0.7,1.9,0.9,0.7,0.8,0.9
94,2018,1,4,22,0.7,0.8,0.8,0.8,0.3,0.8,0.9,0.6,0.8,0.8,0.8,0.9,0.7,1.4,0.7,0.6333333333333333,0.7,1.7,0.7,2.3,0.8,0.8,1.5,0.9
95,2018,1,4,23,0.8,0.8,0.7,0.9,0.4,0.9,0.9,0.8,0.8,0.7,0.8,1.0,0.8,1.5,0.7,0.66,0.7,2.05,0.8,3.1,0.8,0.8,1.4,0.7
96,2018,1,5,0,0.9,0.8,0.8,0.9,0.5,1.1,0.8,0.8,0.8,0.8,0.9,1.0,1.1,1.6,0.8,0.6866666666666666,0.9,2.2,0.9,3.0,0.9,0.9,1.2,0.8
97,2018,1,5,1,1.0,0.9,0.8,0.9,0.5,1.1,0.8,1.0,0.8,0.8,1.6,1.1,1.0,1.8,0.9,0.7133333333333334,0.9,2.2,0.9,2.8,0.8,1.0,1.2,1.0
98,2018,1,5,2,0.9,1.1,0.9,1.1,0.4,1.1,0.7,1.1,0.9,0.9,1.9,1.2,0.95,1.8,1.0,0.74,1.0,2.2,1.0,3.6,1.0,1.1,1.1,1.2
99,2018,1,5,3,0.9,1.0,0.9,1.4,0.5,1.2,0.6,1.2,1.1,1.0,1.3,1.4,0.9,2.0,1.0,0.7666666666666666,0.9,2.2,1.1,3.6,1.2,1.0,1.5,1.2
100,2018,1,5,4,0.9,1.0,1.4,1.5,0.5,1.1,0.6,1.3,1.4,0.9,1.4,1.2,0.9,2.3,1.1,0.7933333333333333,1.0,1.7,1.0,3.6,1.3,1.0,1.6,1.3
101,2018,1,5,5,0.9,1.0,1.5,1.8,0.4,1.1,0.6,1.3,1.5,1.0,1.3,1.1,0.9,2.1,1.1,0.8200000000000001,1.2,1.6,1.0,3.6,1.3,1.0,0.8,1.2
102,2018,1,5,6,0.9,1.1,1.2,2.2,0.4,1.0,0.6,1.2,1.6,1.2,1.2,1.3,1.0,2.0,1.1,0.8466666666666667,1.2,1.8,1.2,3.6,1.2,1.0,0.8,1.2
103,2018,1,5,7,1.0,1.3,1.5,2.3,0.4,1.1,0.6,1.1,1.7,1.4,1.9,1.6,1.0,2.0,1.1,0.8733333333333333,1.5,1.8,1.4,3.6,1.5,1.0,1.1,0.9
104,2018,1,5,8,1.3,1.5,1.6,2.2,0.5,1.4,0.7,1.3,1.5,1.5,1.3,1.6,1.2,2.2,1.2,0.9,1.4,1.9,1.9,3.1,1.5,0.9,1.1,0.8
105,2018,1,5,9,1.2,1.8,0.9,1.5,0.5,1.7,0.7,1.6,1.1,1.3,1.5,1.7,1.3,2.3,1.4,0.9,1.3,1.9,1.4,3.2,1.4,0.9,1.6,0.6
106,2018,1,5,10,0.6,1.5,0.9,1.1,0.6,1.7,0.9,1.0,1.1,0.9,1.9,1.0,1.2,2.2,1.1,1.0,0.9,1.1,0.9,2.6,1.0,0.8,1.6,0.7
107,2018,1,5,11,0.7,1.0,0.8,0.9,0.4,1.1,0.9,0.8,0.8,0.9,0.9,1.0,1.2,1.7,0.9,1.0,0.9,0.8,0.8,1.8,0.9,0.7,0.9,0.6
108,2018,1,5,12,0.8,0.9,0.8,0.8,0.3,0.8,0.8,0.8,0.8,0.9,0.7,1.1,1.0,1.0,0.9,0.8,0.9,0.8,0.9,1.7,0.7999999999999999,0.6,0.9,0.5
109,2018,1,5,13,0.7,0.7,0.6,0.6,0.3,0.8,0.6,0.7,0.6,0.6,0.5,1.1,0.8,1.0,0.7,0.65,0.9,0.7,0.8,1.4,0.7,0.6,0.8,0.5
110,2018,1,5,14,0.6,0.6,0.6,0.5,0.3,0.7,0.5,0.7,0.5,0.6,0.4,1.0,0.7,1.0,0.6,0.5,0.9,0.7,0.6,1.3,0.7,0.5,0.6,0.4
111,2018,1,5,15,0.7,0.6,0.6,0.4,0.3,0.6,0.5,0.7,0.5,0.7,0.3,1.0,0.7,0.8,0.7,0.5,0.7,0.7,0.7,1.4,0.6,0.4,0.6,0.4
